idx,created_at,tree_dbh,curb_loc,steward,guards,sidewalk,user_type,problems,spc_common,spc_latin,nta,nta_name,borocode,boro_ct,boroname,zip_city,cb_num,st_senate,st_assem,cncldist,health
11484,20,5,0,,,1,1,,99,99,57,57,4,625,4,6,13,13,46,35,1
11485,134,15,0,,,0,0,49,1,1,49,49,2,164,2,2,8,2,12,19,1
11486,178,15,0,,,0,2,33,10,10,100,100,2,188,2,2,11,13,21,19,1
11487,9,13,0,,,1,0,,69,69,82,82,0,126,0,31,7,7,7,7,1
11488,137,3,0,1,0,1,0,,9,9,21,21,0,23,0,11,0,4,17,0,1
11489,73,24,0,,1,0,0,2,20,20,25,25,3,27,3,3,17,12,20,18,1
11490,486,5,0,,,0,2,15,26,26,74,74,0,105,0,9,5,5,26,23,1
11491,43,7,0,,0,1,0,,6,6,167,167,1,558,1,1,45,25,51,42,1
11492,168,2,0,,,0,0,6,0,0,65,65,1,82,1,1,38,23,43,40,1
11493,157,20,0,,,1,2,,16,16,7,7,4,342,4,6,6,16,42,38,1
11494,53,13,0,0,0,0,0,3,43,43,65,65,1,716,1,1,38,23,43,40,1
11495,414,5,0,,,1,0,1,39,39,61,61,0,627,0,32,7,10,44,23,0
11496,74,5,0,1,0,1,0,6,6,6,158,158,4,611,4,6,43,24,50,41,1
11497,97,19,0,,,1,0,2,3,3,155,155,0,370,0,36,10,0,0,11,1
11498,67,5,0,1,0,1,1,,20,20,49,49,2,325,2,2,8,2,12,19,1
11499,482,7,0,,,0,0,,16,16,9,9,0,242,0,7,7,7,7,7,1
11500,117,4,0,,,0,0,1,16,16,124,124,3,439,3,3,18,12,22,28,1
11501,373,19,0,,,1,2,,2,2,99,99,4,878,4,6,24,14,30,26,1
11502,167,6,0,,,0,2,,3,3,21,21,0,23,0,11,0,0,17,0,1
11503,263,8,0,1,,0,0,,21,21,19,19,4,20,4,6,13,9,15,14,1
11504,243,4,0,1,0,0,0,10,10,10,17,17,4,344,4,6,9,6,13,12,1
11505,130,22,0,1,,1,0,18,6,6,59,59,3,70,3,3,37,20,41,37,1
11506,393,15,0,0,0,1,2,,50,50,28,28,3,505,3,3,18,12,22,28,1
11507,141,5,0,,,0,1,35,23,23,129,129,4,656,4,6,9,20,9,9,0
11508,3,20,0,,,1,1,71,38,38,90,90,3,432,3,3,18,18,55,28,1
11509,164,4,0,,,1,0,,9,9,103,103,2,218,2,2,11,13,8,19,1
11510,19,16,0,,,0,0,2,21,21,0,0,0,0,0,0,0,0,0,0,0
11511,92,10,0,,0,1,0,,20,20,114,114,4,175,4,6,50,14,36,30,1
11512,97,38,0,,,0,2,,14,14,91,91,2,419,2,2,8,2,12,2,1
11513,216,5,1,,,0,0,,37,37,31,31,0,450,0,30,20,7,24,22,1
11514,427,14,0,,,0,0,,21,21,52,52,3,528,3,3,31,21,37,31,2
11515,398,7,0,1,2,0,0,10,35,35,25,25,3,1052,3,3,17,12,20,20,0
11516,178,2,0,1,,1,2,,14,14,29,29,0,31,0,13,14,0,5,0,1
11517,147,16,0,,,0,2,18,16,16,95,95,0,819,0,34,29,10,44,15,1
11518,286,24,1,,,0,2,,16,16,74,74,0,212,0,9,5,5,26,5,1
11519,82,5,0,,,1,0,,9,9,123,123,2,195,2,2,8,13,8,8,1
11520,438,15,0,,,0,0,41,8,8,76,76,1,107,1,1,44,1,1,1,1
11521,148,22,0,,,1,0,,3,3,168,168,1,515,1,1,1,1,57,45,1
11522,181,17,0,,,0,2,1,2,2,84,84,1,245,1,1,39,25,45,42,1
11523,211,28,0,,,1,0,,3,3,138,138,1,239,1,1,55,25,61,49,0
11524,155,12,0,,,0,2,,3,3,113,113,0,500,0,4,4,0,4,10,1
11525,79,4,0,,,1,0,,6,6,30,30,0,32,0,14,19,4,23,21,0
11526,204,17,0,,,1,0,,3,3,40,40,0,769,0,17,20,7,47,22,0
11527,373,8,0,,,1,1,0,3,3,115,115,1,179,1,1,51,25,52,33,1
11528,44,16,0,,,0,2,11,2,2,112,112,0,173,0,26,14,5,16,15,1
11529,390,7,0,1,,1,0,,10,10,51,51,4,512,4,6,30,20,35,30,1
11530,18,5,0,,,0,1,10,3,3,146,146,2,720,2,2,11,13,12,19,1
11531,165,4,0,,,1,1,,6,6,12,12,2,13,2,2,2,2,8,8,1
11532,149,5,0,1,1,1,0,,21,21,44,44,0,52,0,22,28,19,28,29,1
11533,36,7,0,,,0,2,,10,10,3,3,2,114,2,2,2,2,2,2,1
11534,373,7,0,,,1,0,,2,2,38,38,0,1058,0,18,25,17,31,16,1
11535,158,3,0,,,0,2,,6,6,32,32,3,34,3,3,21,8,25,13,1
11536,60,5,0,,0,1,1,,24,24,13,13,0,231,0,8,4,0,4,10,1
11537,211,12,0,1,,0,0,,10,10,135,135,0,235,0,16,14,5,5,0,1
11538,150,3,0,,,0,2,,6,6,109,109,4,646,4,6,6,6,6,6,1
11539,202,16,0,,2,0,0,72,21,21,146,146,2,382,2,2,11,13,21,19,1
11540,203,7,0,1,0,0,0,,84,84,60,60,2,734,2,2,11,2,21,19,1
11541,141,3,0,1,0,1,1,,5,5,138,138,1,239,1,1,55,25,61,49,1
11542,97,5,0,1,,1,0,,10,10,57,57,4,784,4,6,13,13,15,35,0
11543,460,5,0,,,1,1,,39,39,3,3,2,104,2,2,2,2,2,2,1
11544,160,10,0,,,0,0,1,2,2,179,179,0,737,0,20,28,19,31,29,1
11545,270,5,0,,,0,0,,21,21,106,106,1,161,1,1,44,1,57,1,1
11546,169,10,0,1,0,1,1,,6,6,2,2,2,297,2,2,2,2,2,2,1
11547,182,7,1,,,0,0,,9,9,43,43,0,51,0,21,27,19,34,27,1
11548,479,20,0,,,0,0,1,2,2,24,24,4,284,4,6,42,22,19,36,1
11549,122,4,0,,,0,0,,0,0,143,143,4,707,4,6,50,22,62,50,0
11550,57,6,0,1,0,1,1,,9,9,129,129,4,656,4,6,9,20,9,9,1
11551,205,17,0,,,0,2,1,10,10,69,69,0,701,0,27,15,17,33,39,0
11552,445,3,0,,,1,2,,94,94,118,118,4,696,4,6,36,11,40,36,1
11553,93,9,0,,2,0,0,31,0,0,59,59,3,70,3,3,37,20,41,37,1
11554,112,23,0,,,1,0,,5,5,111,111,1,762,1,1,39,15,45,42,0
11555,166,7,0,1,0,0,0,18,11,11,24,24,4,650,4,6,42,11,58,17,0
11556,222,18,0,,,0,2,1,24,24,61,61,0,494,0,32,7,10,44,23,2
11557,93,3,0,,,1,2,,16,16,140,140,0,599,0,39,29,10,44,15,1
11558,119,6,1,,,0,1,,0,0,123,123,2,255,2,2,8,13,8,8,1
11559,127,15,0,,,0,0,,64,64,23,23,2,138,2,2,2,2,2,2,1
11560,423,3,1,1,0,0,0,1,10,10,133,133,4,225,4,6,9,20,9,9,1
11561,105,4,0,1,,1,2,,16,16,2,2,2,428,2,2,2,2,2,2,1
11562,472,26,1,,,0,2,,5,5,28,28,3,30,3,3,18,3,22,18,1
11563,78,3,0,,2,1,1,,39,39,2,2,2,418,2,2,2,2,2,2,1
11564,169,3,0,1,0,1,2,,26,26,59,59,3,70,3,3,37,20,41,37,1
11565,178,32,0,,,0,0,,24,24,84,84,1,245,1,1,39,25,45,42,1
11566,29,6,0,,,1,1,,21,21,19,19,4,1059,4,6,13,9,15,14,0
11567,192,14,0,1,,1,0,,6,6,110,110,0,210,0,11,0,0,0,0,1
11568,465,5,0,,0,1,2,,16,16,142,142,4,669,4,6,13,9,15,14,1
11569,142,35,0,,,0,0,2,19,19,133,133,4,729,4,6,16,11,19,17,1
11570,149,22,0,,,1,0,1,3,3,49,49,2,830,2,2,8,2,12,8,1
11571,385,3,1,1,2,1,0,,68,68,110,110,0,234,0,35,0,0,17,10,1
11572,198,8,0,,,1,2,,11,11,83,83,4,269,4,6,32,16,38,32,1
11573,108,13,0,,,1,0,,9,9,103,103,2,218,2,2,11,13,8,19,1
11574,95,7,0,,,0,2,,0,0,26,26,2,314,2,2,11,13,21,19,1
11575,154,14,0,,,0,1,,9,9,38,38,0,884,0,18,25,17,31,16,1
11576,413,28,0,,0,0,0,1,10,10,99,99,4,151,4,6,24,14,46,26,1
11577,21,31,0,,,0,1,1,3,3,140,140,0,247,0,39,29,10,44,15,1
11578,82,11,0,,,0,0,5,9,9,0,0,0,0,0,0,0,0,0,0,1
11579,146,5,1,,0,1,0,,21,21,28,28,3,228,3,3,18,12,55,28,1
11580,401,10,0,,,0,0,0,68,68,16,16,2,243,2,2,2,2,2,2,1
11581,431,15,0,,,0,0,,0,0,128,128,1,207,1,1,51,15,52,33,1
11582,76,17,0,,,0,0,35,3,3,30,30,0,226,0,14,19,5,10,21,1
11583,85,14,0,,,0,1,1,16,16,154,154,1,984,1,1,54,15,39,46,1
11584,117,17,0,,0,1,1,,57,57,94,94,0,565,0,33,14,0,5,0,0
11585,23,28,0,,,1,2,17,16,16,74,74,0,634,0,9,5,5,16,5,1
11586,426,18,0,,,0,0,26,0,0,12,12,2,42,2,2,2,2,2,8,1
11587,175,9,0,,,1,2,,24,24,133,133,4,475,4,6,9,6,13,9,1
11588,56,23,0,,,1,2,1,3,3,87,87,3,317,3,3,31,21,53,44,1
11589,156,6,0,,,1,0,2,16,16,69,69,0,692,0,27,15,17,33,39,1
11590,128,14,0,,,1,0,1,16,16,141,141,1,600,1,1,23,25,56,25,1
11591,451,22,0,,,1,0,1,3,3,123,123,2,295,2,2,8,13,8,8,1
11592,83,20,0,,,0,2,,10,10,25,25,3,49,3,3,17,12,20,20,1
11593,184,3,0,1,0,1,0,,5,5,48,48,4,60,4,6,30,14,36,30,1
11594,479,17,0,,,0,1,11,4,4,72,72,4,579,4,6,43,24,50,41,1
11595,165,5,1,1,2,1,0,,10,10,159,159,0,453,0,5,5,5,5,5,1
11596,401,9,0,0,0,1,0,18,1,1,36,36,1,291,1,1,23,25,29,25,1
11597,182,21,0,,,0,2,,16,16,94,94,0,705,0,44,14,0,5,0,1
11598,142,18,0,,,0,0,1,3,3,110,110,0,812,0,35,0,0,17,10,1
11599,165,8,0,1,,1,0,,10,10,21,21,0,35,0,16,0,0,11,0,1
11600,76,6,0,,0,0,0,,21,21,52,52,3,73,3,3,31,21,37,31,1
11601,88,5,0,,,0,0,,0,0,55,55,4,66,4,6,34,9,8,34,1
11602,80,11,0,,,0,0,0,0,0,97,97,3,426,3,3,37,20,14,37,0
11603,413,5,0,,,1,0,,55,55,141,141,1,404,1,1,23,25,56,25,1
11604,259,13,0,,,0,2,,10,10,51,51,4,665,4,6,30,20,35,30,1
11605,64,2,0,,0,1,0,,9,9,64,64,2,354,2,2,2,2,2,2,2
11606,50,7,0,0,2,1,0,,21,21,162,162,4,468,4,6,57,13,49,14,1
11607,67,37,0,,,1,0,1,3,3,77,77,1,111,1,1,45,25,51,42,1
11608,177,8,0,,,1,2,,36,36,56,56,4,909,4,6,35,6,13,6,1
11609,127,12,0,1,,0,2,,41,41,144,144,0,260,0,9,10,0,11,11,1
11610,101,16,0,,2,0,0,34,32,32,24,24,4,284,4,6,53,22,58,36,1
11611,92,29,0,,,0,0,17,16,16,2,2,2,2,2,2,2,2,2,2,1
11612,141,11,0,1,,0,0,,21,21,62,62,2,748,2,2,8,2,12,8,1
11613,213,3,0,,2,1,0,,9,9,66,66,0,283,0,9,14,10,44,15,2
11614,402,17,0,,0,0,2,,47,47,130,130,1,745,1,1,49,18,52,43,1
11615,86,4,0,,0,1,2,,8,8,94,94,0,143,0,33,14,0,11,0,1
11616,337,17,0,,,0,0,12,41,41,35,35,0,201,0,17,20,7,23,22,0
11617,308,6,0,,,0,1,0,66,66,94,94,0,139,0,33,14,0,11,0,0
11618,228,4,0,,,0,2,,73,73,144,144,0,893,0,9,10,5,11,11,1
11619,263,27,0,,,1,0,1,8,8,40,40,0,769,0,17,20,7,47,22,1
11620,149,10,0,,,0,0,1,0,0,12,12,2,42,2,2,2,2,2,8,0
11621,402,18,0,,,0,2,8,50,50,17,17,4,550,4,6,9,6,9,12,1
11622,138,4,0,1,0,0,0,,19,19,39,39,4,44,4,6,16,11,19,17,1
11623,160,4,0,,1,0,0,11,16,16,124,124,3,197,3,3,18,3,22,18,1
11624,211,23,0,,,1,0,0,3,3,87,87,3,211,3,3,31,21,37,31,0
11625,393,12,0,0,0,1,2,,39,39,77,77,1,913,1,1,45,25,51,42,2
11626,150,5,0,0,,0,0,,6,6,16,16,2,17,2,2,2,2,2,2,1
11627,203,6,0,,,1,2,,44,44,106,106,1,161,1,1,44,1,57,1,1
11628,44,6,0,,,0,0,18,0,0,65,65,1,82,1,1,38,23,43,40,1
11629,153,11,0,,,0,0,,2,2,10,10,2,663,2,2,8,2,8,8,1
11630,63,6,0,1,0,1,0,,14,14,146,146,2,788,2,2,11,13,12,19,1
11631,150,4,0,,0,1,0,,9,9,86,86,0,570,0,9,5,10,26,23,1
11632,167,2,0,,,1,2,,16,16,49,49,2,164,2,2,8,2,12,8,1
11633,204,29,0,,,0,2,1,16,16,108,108,4,563,4,6,43,14,36,30,1
11634,71,11,0,,0,0,0,28,0,0,116,116,0,413,0,36,0,0,0,4,1
11635,135,4,0,,,1,2,,6,6,32,32,3,34,3,3,21,8,25,13,0
11636,427,17,1,1,,1,0,,9,9,28,28,3,30,3,3,18,3,22,18,1
11637,185,8,0,1,1,1,0,,43,43,70,70,4,91,4,6,40,9,48,34,1
11638,323,4,0,,,0,2,,60,60,72,72,4,1060,4,6,34,24,63,50,2
11639,415,6,0,,,1,2,,6,6,16,16,2,17,2,2,2,2,2,2,1
11640,119,3,0,,,0,0,,9,9,124,124,3,741,3,3,56,3,22,18,1
11641,197,7,0,,0,1,0,,6,6,16,16,2,17,2,2,2,2,2,2,1
11642,72,18,0,,,0,2,1,3,3,110,110,0,356,0,35,0,0,0,10,1
11643,29,13,0,,,0,0,2,5,5,26,26,2,567,2,2,11,2,21,8,1
11644,308,13,0,,,1,0,,3,3,64,64,2,95,2,2,2,2,2,2,1
11645,311,4,0,,,0,2,,0,0,132,132,4,223,4,6,34,9,49,34,1
11646,155,15,0,,,1,2,,9,9,118,118,4,593,4,6,36,11,40,36,1
11647,69,9,1,,,1,1,6,3,3,149,149,0,312,0,19,25,17,18,39,1
11648,119,26,0,,,1,0,10,16,16,135,135,0,235,0,16,14,5,5,0,1
11649,74,6,0,,,0,2,2,21,21,133,133,4,521,4,6,16,11,19,17,0
11650,88,7,0,0,0,0,1,18,50,50,113,113,0,543,0,4,4,4,4,4,1
11651,118,7,0,,,1,2,1,108,108,63,63,0,302,0,21,27,17,34,27,1
11652,97,21,0,,,0,2,3,14,14,10,10,2,663,2,2,8,2,8,8,0
11653,117,21,0,,,0,2,1,3,3,52,52,3,631,3,3,31,21,37,31,1
11654,145,3,0,,,0,1,,21,21,82,82,0,126,0,31,7,7,7,7,0
11655,106,19,0,,,1,0,,8,8,162,162,4,1061,4,6,57,13,49,14,0
11656,70,18,0,,2,1,0,,5,5,72,72,4,507,4,6,43,24,50,41,1
11657,90,9,0,1,0,1,2,,24,24,83,83,4,811,4,6,32,11,38,32,1
11658,34,7,0,0,0,0,0,3,10,10,22,22,0,400,0,12,15,17,33,16,1
11659,126,12,0,,,0,1,5,0,0,135,135,0,497,0,16,14,5,5,5,2
11660,71,15,0,,,1,0,,0,0,20,20,0,387,0,10,14,10,44,15,1
11661,2,7,1,,,1,2,,21,21,141,141,1,250,1,1,23,15,29,25,1
11662,133,3,0,,,1,1,,8,8,113,113,0,394,0,4,4,4,4,4,1
11663,55,4,0,,,1,1,,9,9,82,82,0,126,0,31,7,7,7,7,1
11664,103,16,0,,0,0,2,1,43,43,120,120,1,434,1,1,38,23,43,40,0
11665,96,24,0,,,0,2,,3,3,125,125,1,198,1,1,39,25,45,42,1
11666,452,3,1,,,1,1,,41,41,2,2,2,368,2,2,2,2,2,2,0
11667,150,15,0,,,0,0,,0,0,46,46,0,603,0,38,4,0,10,10,1
11668,457,5,1,,,1,1,,10,10,103,103,2,770,2,2,11,13,8,19,1
11669,20,6,0,,,0,2,,6,6,3,3,2,114,2,2,2,2,2,2,1
11670,421,22,1,,,1,2,,118,118,94,94,0,565,0,33,14,0,5,0,1
11671,89,35,0,,,0,2,,3,3,22,22,0,397,0,12,15,17,33,16,1
11672,63,15,0,,,0,2,1,41,41,14,14,0,582,0,36,10,5,0,11,0
11673,105,13,0,,,1,0,,3,3,59,59,3,70,3,3,37,20,41,37,1
11674,97,4,0,,,0,2,,19,19,43,43,0,51,0,21,27,19,34,27,1
11675,44,13,0,,,1,2,,16,16,23,23,2,424,2,2,2,2,12,2,1
11676,462,16,0,,,0,0,,35,35,76,76,1,107,1,1,44,1,1,1,1
11677,0,4,0,,,1,2,,25,25,21,21,0,690,0,11,0,4,0,0,1
11678,81,33,0,,,1,2,0,3,3,24,24,4,452,4,6,42,22,40,36,1
11679,486,19,0,,,0,2,15,21,21,29,29,0,213,0,13,14,0,11,0,1
11680,45,19,0,1,,1,2,,41,41,144,144,0,313,0,9,10,5,11,11,1
11681,337,6,0,,,1,0,2,16,16,33,33,0,320,0,40,5,0,16,5,1
11682,146,4,0,1,,1,0,7,11,11,29,29,0,31,0,13,14,0,5,0,0
11683,142,22,0,,,1,0,,3,3,65,65,1,82,1,1,38,23,43,40,1
11684,92,19,0,,0,0,0,,1,1,84,84,1,120,1,1,39,25,45,42,1
11685,402,6,0,,,0,2,,16,16,155,155,0,578,0,36,10,4,10,11,1
11686,64,27,0,,,1,0,2,3,3,0,0,0,316,0,0,0,0,17,0,1
11687,184,7,0,0,,1,0,,6,6,13,13,0,98,0,8,4,0,17,10,1
11688,59,20,0,,,1,2,,16,16,49,49,2,78,2,2,8,2,12,8,1
11689,212,11,0,,,0,0,2,10,10,20,20,0,387,0,10,14,10,16,15,1
11690,49,18,0,,,1,2,,28,28,95,95,0,462,0,34,29,7,7,7,1
11691,71,5,0,,0,1,0,,11,11,52,52,3,203,3,3,31,21,37,31,1
11692,160,12,0,,,1,0,0,2,2,82,82,0,659,0,31,7,7,7,7,0
11693,178,4,0,,,1,0,,6,6,91,91,2,419,2,2,8,2,12,2,1
11694,178,6,0,1,2,1,0,,9,9,134,134,3,520,3,3,3,3,3,3,1
11695,92,16,0,1,0,0,0,,11,11,155,155,0,539,0,9,10,0,11,11,1
11696,409,16,0,,,1,1,0,74,74,13,13,0,101,0,8,4,0,17,10,1
11697,379,6,0,0,0,1,0,,5,5,13,13,0,101,0,8,4,0,17,10,1
11698,149,3,0,,,1,1,,6,6,46,46,0,603,0,38,4,0,10,10,2
11699,426,16,0,,,0,0,38,0,0,18,18,3,315,3,3,12,8,14,13,1
11700,409,15,0,,,0,2,,3,3,37,37,4,531,4,6,24,16,30,26,1
11701,143,5,1,1,2,0,1,,21,21,151,151,1,838,1,1,38,23,61,49,1
11702,405,5,0,,,0,0,,6,6,3,3,2,114,2,2,2,2,2,2,1
11703,33,5,0,,0,0,0,37,2,2,109,109,4,169,4,6,6,6,6,6,1
11704,470,10,0,,,1,2,0,8,8,36,36,1,39,1,1,23,15,29,25,1
11705,120,17,0,,,0,0,1,0,0,124,124,3,330,3,3,56,3,22,18,1
11706,405,3,0,1,,1,2,,9,9,157,157,4,688,4,6,6,16,42,38,1
11707,232,5,0,,,1,0,1,8,8,31,31,0,355,0,15,20,7,23,22,1
11708,182,19,0,,,1,0,,39,39,158,158,4,620,4,6,43,9,50,41,1
11709,27,13,0,,,0,0,30,21,21,99,99,4,341,4,6,24,14,46,48,0
11710,54,9,0,,,1,0,,26,26,109,109,4,169,4,6,6,6,6,6,1
11711,270,5,0,,,1,2,,95,95,40,40,0,1062,0,17,20,7,47,22,1
11712,155,4,0,,,0,2,,3,3,140,140,0,323,0,39,29,7,7,15,0
11713,171,4,0,1,,0,1,20,6,6,80,80,3,115,3,3,46,20,41,37,1
11714,206,13,0,,,0,0,0,3,3,155,155,0,401,0,4,10,4,10,11,1
11715,135,7,0,,,1,2,,15,15,142,142,4,1063,4,6,13,24,15,35,1
11716,210,6,0,,,1,2,,14,14,60,60,2,74,2,2,11,2,12,19,1
11717,90,29,0,,,1,0,1,26,26,15,15,2,89,2,2,11,2,12,19,1
11718,211,22,0,,,1,0,1,3,3,64,64,2,95,2,2,2,2,2,2,1
11719,490,5,0,,0,0,0,33,26,26,41,41,3,470,3,3,26,3,32,3,1
11720,64,7,0,,,0,2,,10,10,50,50,4,61,4,6,30,11,35,9,1
11721,25,15,0,,,1,2,,28,28,16,16,2,243,2,2,2,2,2,2,1
11722,191,19,0,,,0,0,,19,19,7,7,4,480,4,6,6,16,6,38,2
11723,158,4,0,1,,1,1,,14,14,49,49,2,442,2,2,8,2,12,8,1
11724,151,5,0,1,2,1,0,,5,5,39,39,4,167,4,6,16,11,19,17,1
11725,458,15,0,,,1,0,5,3,3,30,30,0,226,0,14,19,5,10,21,1
11726,387,5,0,,,1,0,,6,6,14,14,0,15,0,9,10,5,11,11,1
11727,90,5,0,,0,0,0,,9,9,32,32,3,34,3,3,21,8,25,13,1
11728,53,5,0,,,1,0,,6,6,59,59,3,70,3,3,37,20,41,37,1
11729,421,20,0,,,1,0,,62,62,154,154,1,358,1,1,54,15,39,46,1
11730,126,5,0,0,0,1,1,,2,2,14,14,0,874,0,4,10,7,10,11,1
11731,120,26,0,,,1,2,,21,21,158,158,4,429,4,6,43,9,50,41,1
11732,123,5,0,,,1,0,,67,67,159,159,0,687,0,40,5,5,16,0,1
11733,15,6,0,,,1,2,,50,50,82,82,0,357,0,31,7,7,7,7,1
11734,70,3,0,,,1,2,,21,21,90,90,3,130,3,3,18,8,55,28,0
11735,154,5,0,,,1,1,1,10,10,48,48,4,674,4,6,30,14,35,30,1
11736,56,3,0,1,0,0,0,,9,9,31,31,0,109,0,15,20,7,24,22,0
11737,123,8,0,0,2,1,0,,26,26,159,159,0,740,0,40,5,5,16,5,1
11738,48,3,0,1,0,1,0,,24,24,18,18,3,315,3,3,12,8,14,13,0
11739,144,17,0,,,0,0,8,8,8,140,140,0,545,0,39,29,10,7,15,1
11740,157,12,0,,,1,2,,9,9,4,4,3,4,3,3,3,3,3,3,1
11741,427,3,0,,,0,0,,5,5,15,15,2,399,2,2,11,13,21,19,1
11742,331,17,0,,,1,0,,16,16,13,13,0,101,0,8,4,0,10,10,1
11743,147,3,0,,,0,0,1,47,47,30,30,0,385,0,14,19,7,23,21,1
11744,373,7,0,,,1,0,,16,16,84,84,1,245,1,1,39,25,45,42,1
11745,462,28,0,,,0,0,,10,10,74,74,0,212,0,9,5,5,26,5,1
11746,130,6,0,1,2,1,2,,47,47,64,64,2,586,2,2,2,2,2,2,1
11747,211,27,0,,,0,1,,10,10,151,151,1,398,1,1,38,23,43,40,1
11748,195,4,0,1,0,1,0,,26,26,9,9,0,10,0,7,7,7,7,7,0
11749,225,3,0,,,1,0,,10,10,62,62,2,561,2,2,8,2,8,8,1
11750,168,21,0,,,1,0,1,3,3,143,143,4,252,4,6,50,22,62,50,1
11751,224,18,0,,,0,0,31,3,3,49,49,2,299,2,2,8,2,12,8,1
11752,203,7,0,0,0,0,0,,16,16,83,83,4,276,4,6,32,11,38,32,1
11753,116,4,0,1,0,0,0,,2,2,7,7,4,342,4,6,6,16,42,38,1
11754,157,7,0,,,1,2,,6,6,39,39,4,407,4,6,16,11,19,32,1
11755,298,5,0,,,1,0,,5,5,66,66,0,823,0,9,14,10,44,23,1
11756,59,10,0,,,0,2,,9,9,9,9,0,681,0,7,7,7,7,7,2
11757,241,6,0,1,,0,1,,111,111,64,64,2,354,2,2,2,2,2,2,1
11758,33,25,0,,,0,1,23,0,0,113,113,0,394,0,4,4,4,4,4,1
11759,135,5,0,,,1,2,,25,25,140,140,0,545,0,39,29,7,7,15,1
11760,380,18,0,,2,0,0,,5,5,16,16,2,17,2,2,2,2,2,2,0
11761,390,7,0,,,1,0,,6,6,85,85,1,121,1,1,47,18,54,45,1
11762,100,3,0,1,,1,0,,6,6,60,60,2,74,2,2,11,2,12,19,0
11763,218,5,0,0,0,1,0,10,11,11,49,49,2,58,2,2,8,2,12,8,0
11764,149,21,0,,,1,0,17,28,28,134,134,3,520,3,3,3,3,3,3,1
11765,117,8,0,1,1,0,0,,5,5,145,145,3,752,3,3,46,20,41,47,1
11766,165,12,0,,,0,2,,21,21,43,43,0,524,0,21,27,19,34,27,1
11767,37,23,0,,,0,0,29,14,14,105,105,0,859,0,9,10,5,10,11,1
11768,388,4,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,17,0,1
11769,65,5,0,,,1,0,,64,64,30,30,0,147,0,14,19,4,10,21,1
11770,86,2,0,0,,1,0,,20,20,80,80,3,115,3,3,46,20,41,37,1
11771,108,20,0,,,0,0,0,2,2,94,94,0,565,0,33,14,0,5,0,2
11772,116,11,0,,,0,0,19,0,0,146,146,2,382,2,2,11,13,21,19,0
11773,93,2,0,,,1,2,,9,9,32,32,3,706,3,3,21,12,55,13,1
11774,480,4,0,,,1,0,,5,5,98,98,1,1064,1,1,49,18,54,46,1
11775,407,4,0,1,2,1,0,,21,21,129,129,4,656,4,6,9,20,9,9,1
11776,49,7,0,,0,1,0,,6,6,26,26,2,162,2,2,11,13,21,19,0
11777,142,3,0,,,1,0,,9,9,119,119,4,186,4,6,42,11,40,36,1
11778,20,4,0,,,1,2,,6,6,82,82,0,126,0,31,7,7,7,7,1
11779,159,7,0,,,0,1,,3,3,7,7,4,8,4,6,6,6,6,6,1
11780,148,16,0,,,1,0,,0,0,73,73,0,764,0,30,20,7,24,22,1
11781,165,14,0,,,1,2,,9,9,31,31,0,109,0,15,20,7,24,22,0
11782,163,3,0,,,0,2,,11,11,142,142,4,251,4,6,13,9,15,14,0
11783,28,15,0,,,0,2,,9,9,86,86,0,647,0,9,5,10,26,23,1
11784,168,12,0,,,0,2,2,21,21,18,18,3,549,3,3,12,8,14,13,1
11785,82,3,1,0,0,1,0,,26,26,55,55,4,736,4,6,34,9,49,34,1
11786,123,3,0,,,1,2,,9,9,85,85,1,121,1,1,47,18,54,45,1
11787,55,19,0,,,0,1,,9,9,82,82,0,126,0,31,7,7,7,7,0
11788,181,7,0,1,,1,2,,26,26,101,101,2,153,2,2,11,13,12,19,1
11789,373,7,0,,,1,0,,9,9,154,154,1,358,1,1,54,15,39,46,1
11790,485,12,0,,,0,2,39,43,43,39,39,4,673,4,6,16,11,19,17,0
11791,96,6,0,,,1,2,,11,11,142,142,4,251,4,6,13,9,15,14,1
11792,217,7,1,,,1,2,,6,6,3,3,2,114,2,2,2,2,2,2,1
11793,88,21,0,,0,1,0,,11,11,26,26,2,162,2,2,11,13,21,19,1
11794,466,18,0,,,0,2,27,60,60,11,11,4,675,4,6,9,20,9,9,0
11795,398,5,1,,2,0,0,2,1,1,15,15,2,16,2,2,11,2,12,8,0
11796,166,5,0,1,2,0,0,10,26,26,49,49,2,325,2,2,8,2,12,19,0
11797,129,16,0,0,0,1,2,10,0,0,16,16,2,17,2,2,2,2,2,2,1
11798,105,5,0,1,,0,0,,5,5,110,110,0,365,0,11,0,0,0,0,1
11799,50,20,0,,,1,1,1,3,3,123,123,2,295,2,2,8,13,8,8,1
11800,281,3,0,,,0,1,0,56,56,62,62,2,561,2,2,8,2,8,8,1
11801,169,9,0,,,0,0,2,20,20,166,166,3,498,3,3,56,12,3,18,1
11802,16,3,0,0,0,0,2,,9,9,13,13,0,100,0,8,4,0,17,10,0
11803,273,28,0,,,0,2,,16,16,24,24,4,26,4,6,16,11,19,17,1
11804,459,6,0,1,2,0,0,,2,2,51,51,4,665,4,6,30,20,35,30,1
11805,390,28,0,,,1,0,0,16,16,39,39,4,815,4,6,16,11,38,32,1
11806,161,4,0,,,1,2,,6,6,64,64,2,81,2,2,2,2,2,2,1
11807,91,31,0,,,0,0,38,0,0,154,154,1,358,1,1,54,15,39,46,1
