idx,created_at,tree_dbh,curb_loc,health,steward,guards,sidewalk,user_type,problems,spc_common,spc_latin,nta,nta_name,borocode,boro_ct,boroname,zip_city,cb_num,st_senate,st_assem,cncldist,health_is_0,health_is_1,health_is_2
9158,2015-11-19,12,OnCurb,1,,,Damage,Volunteer,WiresRope,pin oak,Quercus palustris,MN12,Upper West Side,1,1017500,Manhattan,New York,107,31,67,6,0,1,0
9159,2015-07-02,30,OnCurb,1,,,Damage,TreesCount Staff,StonesTrunkOtherBranchOther,pin oak,Quercus palustris,MN33,East Harlem South,1,1016800,Manhattan,New York,111,30,68,8,0,1,0
9160,2015-10-15,16,OnCurb,1,,,Damage,NYC Parks Staff,RootOtherTrunkOther,English oak,Quercus robur,MN11,Central Harlem South,1,1020102,Manhattan,New York,110,30,70,9,0,1,0
9161,2015-08-12,6,OnCurb,1,3or4,,NoDamage,TreesCount Staff,,American elm,Ulmus americana,QN54,Richmond Hill,4,4013000,Queens,Richmond Hill,409,10,28,32,0,1,0
9162,2015-10-16,3,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,,American linden,Tilia americana,BK40,Windsor Terrace,3,3050400,Brooklyn,Brooklyn,307,21,44,39,0,1,0
9163,2015-10-23,4,OnCurb,1,,,NoDamage,Volunteer,,cherry,Prunus,BK31,Bay Ridge,3,3013600,Brooklyn,Brooklyn,310,22,64,43,0,1,0
9164,2015-07-28,33,OnCurb,1,,,Damage,Volunteer,,crimson king maple,Acer platanoides 'Crimson King',BX49,Pelham Parkway,2,2029600,Bronx,Bronx,211,34,80,13,0,1,0
9165,2016-08-06,13,OnCurb,1,,,Damage,Volunteer,,Callery pear,Pyrus calleryana,SI48,Arden Heights,5,5017007,Staten Island,Staten Island,503,24,63,51,0,1,0
9166,2016-03-13,3,OnCurb,1,,,NoDamage,Volunteer,,English oak,Quercus robur,BK33,Carroll Gardens-Columbia Street-Red Hook,3,3005900,Brooklyn,Brooklyn,306,25,51,38,0,1,0
9167,2015-10-15,26,OnCurb,1,,,NoDamage,Volunteer,,London planetree,Platanus x acerifolia,MN34,East Harlem North,1,1018000,Manhattan,New York,111,29,68,8,0,1,0
9168,2015-09-27,5,OnCurb,1,,,NoDamage,TreesCount Staff,,sugar maple,Acer saccharum,BK79,Ocean Hill,3,3037100,Brooklyn,Brooklyn,316,25,55,41,0,1,0
9169,2015-10-15,23,OnCurb,1,,,Damage,Volunteer,RootOtherTrunkOtherBranchOther,pin oak,Quercus palustris,SI54,Great Kills,5,5013203,Staten Island,Staten Island,503,24,64,51,0,1,0
9170,2015-09-25,21,OnCurb,1,,,Damage,Volunteer,,English oak,Quercus robur,SI25,Oakwood-Oakwood Beach,5,5013800,Staten Island,Staten Island,503,24,62,50,0,1,0
9171,2015-06-26,6,OnCurb,1,,,Damage,TreesCount Staff,MetalGratesTrunkOtherBranchOther,London planetree,Platanus x acerifolia,BX35,Morrisania-Melrose,2,2018500,Bronx,Bronx,203,32,79,16,0,1,0
9172,2015-08-28,16,OnCurb,1,,,Damage,TreesCount Staff,BranchLights,honeylocust,Gleditsia triacanthos var. inermis,SI54,Great Kills,5,5014604,Staten Island,Staten Island,503,24,62,51,0,1,0
9173,2015-07-17,16,OnCurb,1,,Unsure,Damage,Volunteer,BranchLights,pin oak,Quercus palustris,BK35,Stuyvesant Heights,3,3029300,Brooklyn,Brooklyn,303,25,56,36,0,1,0
9174,2016-01-14,15,OnCurb,1,,,NoDamage,NYC Parks Staff,,Ohio buckeye,Aesculus glabra,QN07,Hollis,4,4048400,Queens,Hollis,412,14,29,23,0,1,0
9175,2015-06-08,13,OnCurb,1,,,Damage,Volunteer,RootOtherTrunkOtherBranchOther,silver maple,Acer saccharinum,QN45,Douglas Manor-Douglaston-Little Neck,4,4152902,Queens,Little Neck,411,11,26,23,0,1,0
9176,2015-10-28,30,OnCurb,1,,,Damage,TreesCount Staff,Stones,pin oak,Quercus palustris,SI45,New Dorp-Midland Beach,5,5011402,Staten Island,Staten Island,502,24,64,50,0,1,0
9177,2015-10-26,4,OnCurb,1,,,NoDamage,Volunteer,,Callery pear,Pyrus calleryana,BX62,Woodlawn-Wakefield,2,2045101,Bronx,Bronx,212,34,81,11,0,1,0
9178,2016-09-11,19,OnCurb,1,,,Damage,TreesCount Staff,BranchLights,London planetree,Platanus x acerifolia,BK96,Rugby-Remsen Village,3,3088600,Brooklyn,Brooklyn,317,20,58,41,0,1,0
9179,2016-08-29,6,OnCurb,0,1or2,Harmful,NoDamage,Volunteer,,silver linden,Tilia tomentosa,BK58,Flatlands,3,3072800,Brooklyn,Brooklyn,318,21,41,45,1,0,0
9180,2015-10-30,8,OnCurb,1,1or2,,NoDamage,TreesCount Staff,,Japanese zelkova,Zelkova serrata,QN25,Corona,4,4042700,Queens,Corona,404,13,39,21,0,1,0
9181,2015-11-12,4,OnCurb,1,,,Damage,TreesCount Staff,,'Schubert' chokecherry,Prunus virginiana,BK96,Rugby-Remsen Village,3,3088600,Brooklyn,Brooklyn,317,20,58,41,0,1,0
9182,2015-11-04,4,OnCurb,0,1or2,Helpful,NoDamage,Volunteer,,ginkgo,Ginkgo biloba,SI54,Great Kills,5,5015603,Staten Island,Staten Island,503,24,64,51,1,0,0
9183,2016-08-26,3,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,BranchLights,littleleaf linden,Tilia cordata,BK50,Canarsie,3,3095800,Brooklyn,Brooklyn,318,19,59,46,0,1,0
9184,2015-10-30,7,OnCurb,1,1or2,Helpful,Damage,Volunteer,,cherry,Prunus,QN05,Rosedale,4,4063800,Queens,Rosedale,413,14,29,31,0,1,0
9185,2015-06-27,30,OnCurb,1,,,Damage,Volunteer,Stones,London planetree,Platanus x acerifolia,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5,5017011,Staten Island,Staten Island,503,24,62,51,0,1,0
9186,2015-09-13,5,OnCurb,1,1or2,,Damage,Volunteer,Stones,Callery pear,Pyrus calleryana,BK34,Sunset Park East,3,3008800,Brooklyn,Brooklyn,307,17,51,38,0,1,0
9187,2015-10-24,7,OnCurb,1,1or2,,Damage,TreesCount Staff,,Japanese zelkova,Zelkova serrata,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,3,3061600,Brooklyn,Brooklyn,315,22,45,48,0,1,0
9188,2015-06-08,7,OnCurb,1,3or4,,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,SI28,Port Richmond,5,5021300,Staten Island,Staten Island,501,23,61,49,0,1,0
9189,2015-07-27,21,OnCurb,0,,,Damage,Volunteer,StonesBranchOther,London planetree,Platanus x acerifolia,BK32,Sunset Park West,3,3001800,Brooklyn,Brooklyn,307,23,51,38,1,0,0
9190,2016-08-05,18,OnCurb,1,,,Damage,TreesCount Staff,,blackgum,Nyssa sylvatica,SI32,Rossville-Woodrow,5,5020804,Staten Island,Staten Island,503,24,62,51,0,1,0
9191,2015-07-29,6,OnCurb,2,,Unsure,Damage,Volunteer,RootOtherTrunkLightsBranchOther,English oak,Quercus robur,QN34,Queens Village,4,4051200,Queens,Queens Village,413,14,33,27,0,0,1
9192,2016-09-04,4,OnCurb,1,3or4,,NoDamage,TreesCount Staff,Stones,Japanese zelkova,Zelkova serrata,MN12,Upper West Side,1,1014300,Manhattan,Central Park,107,29,69,6,0,1,0
9193,2015-06-30,4,OnCurb,1,,,Damage,NYC Parks Staff,RootOtherTrunkOtherBranchOther,English oak,Quercus robur,BK75,Bedford,3,3024500,Brooklyn,Brooklyn,303,25,57,36,0,1,0
9194,2015-08-15,7,OnCurb,1,,,NoDamage,Volunteer,StonesBranchLights,honeylocust,Gleditsia triacanthos var. inermis,MN40,Upper East Side-Carnegie Hill,1,1015002,Manhattan,New York,108,28,73,4,0,1,0
9195,2015-07-26,39,OnCurb,1,,,Damage,TreesCount Staff,,London planetree,Platanus x acerifolia,BK37,Park Slope-Gowanus,3,3015100,Brooklyn,Brooklyn,306,21,44,39,0,1,0
9196,2015-07-07,6,OnCurb,0,1or2,Helpful,NoDamage,Volunteer,Stones,littleleaf linden,Tilia cordata,QN45,Douglas Manor-Douglaston-Little Neck,4,4150701,Queens,Little Neck,411,11,26,19,1,0,0
9197,2016-04-29,4,OnCurb,1,,,Damage,NYC Parks Staff,,Callery pear,Pyrus calleryana,BK32,Sunset Park West,3,3014500,Brooklyn,Brooklyn,307,20,51,38,0,1,0
9198,2015-11-04,27,OnCurb,1,,,Damage,TreesCount Staff,,Norway maple,Acer platanoides,QN56,Ozone Park,4,4008600,Queens,Ozone Park,410,15,23,32,0,1,0
9199,2015-10-16,19,OnCurb,1,,,NoDamage,Volunteer,,English oak,Quercus robur,SI25,Oakwood-Oakwood Beach,5,5012805,Staten Island,Staten Island,503,24,64,50,0,1,0
9200,2016-07-08,18,OnCurb,1,,,NoDamage,Volunteer,,silver maple,Acer saccharinum,BK91,East Flatbush-Farragut,3,3078000,Brooklyn,Brooklyn,317,21,58,45,0,1,0
9201,2015-10-15,29,OnCurb,1,,,NoDamage,Volunteer,Stones,London planetree,Platanus x acerifolia,BK29,Bensonhurst East,3,3040600,Brooklyn,Brooklyn,311,22,47,47,0,1,0
9202,2015-10-27,7,OnCurb,1,,Helpful,Damage,Volunteer,,cherry,Prunus,BK44,Madison,3,3064200,Brooklyn,Brooklyn,315,17,41,48,0,1,0
9203,2016-09-09,17,OnCurb,0,,,Damage,Volunteer,BranchLights,trident maple,Acer buergerianum,QN46,Bayside-Bayside Hills,4,4144700,Queens,Bayside,411,11,25,19,1,0,0
9204,2015-07-29,12,OnCurb,0,,,Damage,Volunteer,,Sophora,Styphnolobium japonicum,SI32,Rossville-Woodrow,5,5020804,Staten Island,Staten Island,503,24,62,51,1,0,0
9205,2015-09-11,8,OnCurb,0,1or2,Helpful,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,BK46,Ocean Parkway South,3,3044400,Brooklyn,Brooklyn,312,22,48,44,1,0,0
9206,2015-10-26,36,OnCurb,1,,,Damage,TreesCount Staff,BranchLights,pin oak,Quercus palustris,BK79,Ocean Hill,3,3036900,Brooklyn,Brooklyn,316,25,55,37,0,1,0
9207,2015-08-21,9,OnCurb,1,,Unsure,NoDamage,Volunteer,BranchLights,honeylocust,Gleditsia triacanthos var. inermis,BK32,Sunset Park West,3,3001800,Brooklyn,Brooklyn,307,23,51,38,0,1,0
9208,2016-07-08,4,OffsetFromCurb,1,,Helpful,Damage,NYC Parks Staff,Stones,littleleaf linden,Tilia cordata,MN12,Upper West Side,1,1019100,Manhattan,New York,107,31,69,6,0,1,0
9209,2015-12-11,27,OnCurb,1,,,NoDamage,TreesCount Staff,,London planetree,Platanus x acerifolia,QN01,South Jamaica,4,4043400,Queens,Jamaica,412,14,29,27,0,1,0
9210,2015-10-24,12,OnCurb,1,,,NoDamage,TreesCount Staff,BranchLights,American hornbeam,Carpinus caroliniana,SI05,New Springville-Bloomfield-Travis,5,5029103,Staten Island,Staten Island,502,24,63,50,0,1,0
9211,2015-07-12,29,OnCurb,1,,,NoDamage,Volunteer,StonesBranchLights,London planetree,Platanus x acerifolia,QN60,Kew Gardens,4,4013800,Queens,Kew Gardens,409,14,27,29,0,1,0
9212,2015-12-16,13,OnCurb,1,,,Damage,NYC Parks Staff,Stones,Callery pear,Pyrus calleryana,BK31,Bay Ridge,3,3013400,Brooklyn,Brooklyn,310,22,64,43,0,1,0
9213,2015-10-29,28,OnCurb,1,1or2,Harmful,NoDamage,TreesCount Staff,BranchOther,Chinese elm,Ulmus parvifolia,SI35,New Brighton-Silver Lake,5,5010500,Staten Island,Staten Island,501,23,61,49,0,1,0
9214,2015-11-20,4,OnCurb,1,,,Damage,TreesCount Staff,BranchLights,Callery pear,Pyrus calleryana,BK95,Erasmus,3,3082600,Brooklyn,Brooklyn,317,21,42,45,0,1,0
9215,2016-05-19,18,OnCurb,1,,,Damage,Volunteer,,honeylocust,Gleditsia triacanthos var. inermis,SI45,New Dorp-Midland Beach,5,5011402,Staten Island,Staten Island,502,24,64,50,0,1,0
9216,2015-10-21,6,OnCurb,1,,,Damage,NYC Parks Staff,BranchLights,sycamore maple,Acer pseudoplatanus,SI54,Great Kills,5,5015601,Staten Island,Staten Island,503,24,64,51,0,1,0
9217,2015-10-23,3,OnCurb,0,,,NoDamage,Volunteer,,cherry,Prunus,QN54,Richmond Hill,4,4012400,Queens,Richmond Hill,409,10,24,28,1,0,0
9218,2015-10-11,5,OnCurb,1,,,NoDamage,Volunteer,,tulip-poplar,Liriodendron tulipifera,BK37,Park Slope-Gowanus,3,3017700,Brooklyn,Brooklyn,306,21,44,39,0,1,0
9219,2016-01-02,15,OnCurb,1,,,NoDamage,NYC Parks Staff,MetalGratesTrunkOther,London planetree,Platanus x acerifolia,SI11,Charleston-Richmond Valley-Tottenville,5,5024800,Staten Island,Staten Island,503,24,62,51,0,1,0
9220,2015-09-03,18,OnCurb,1,,,Damage,NYC Parks Staff,BranchLights,Norway maple,Acer platanoides,QN31,Hunters Point-Sunnyside-West Maspeth,4,4000700,Queens,Long Island City,402,12,37,26,0,1,0
9221,2015-10-31,23,OnCurb,1,,,Damage,Volunteer,,pin oak,Quercus palustris,QN19,Glendale,4,4063302,Queens,Ridgewood,405,15,28,30,0,1,0
9222,2015-10-12,18,OnCurb,1,,,Damage,Volunteer,Stones,London planetree,Platanus x acerifolia,QN48,Auburndale,4,4142900,Queens,Fresh Meadows,411,11,25,20,0,1,0
9223,2015-10-22,10,OffsetFromCurb,1,1or2,Helpful,NoDamage,TreesCount Staff,,silver maple,Acer saccharinum,BX40,Fordham South,2,2023704,Bronx,Bronx,205,33,86,14,0,1,0
9224,2015-06-08,2,OnCurb,1,,,Damage,NYC Parks Staff,,cherry,Prunus,MN12,Upper West Side,1,1016100,Manhattan,New York,107,29,67,6,0,1,0
9225,2015-08-01,9,OnCurb,1,,,NoDamage,TreesCount Staff,,ginkgo,Ginkgo biloba,QN27,East Elmhurst,4,4036100,Queens,East Elmhurst,403,13,35,21,0,1,0
9226,2016-05-06,6,OnCurb,0,1or2,Unsure,NoDamage,TreesCount Staff,,silver linden,Tilia tomentosa,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,3,3061200,Brooklyn,Brooklyn,315,22,45,48,1,0,0
9227,2016-06-20,12,OnCurb,2,,,NoDamage,Volunteer,RootOtherWiresRopeBranchLights,bald cypress,Taxodium distichum,BK82,East New York,3,3111600,Brooklyn,Brooklyn,305,19,60,42,0,0,1
9228,2015-11-19,5,OnCurb,1,,,NoDamage,NYC Parks Staff,,red maple,Acer rubrum,SI22,West New Brighton-New Brighton-St. George,5,5008100,Staten Island,Staten Island,501,23,61,49,0,1,0
9229,2015-10-07,4,OnCurb,1,,,Damage,TreesCount Staff,,willow oak,Quercus phellos,BX13,Co-op City,2,2046201,Bronx,Bronx,210,34,82,12,0,1,0
9230,2015-11-20,6,OnCurb,1,1or2,,Damage,Volunteer,,silver linden,Tilia tomentosa,SI32,Rossville-Woodrow,5,5020801,Staten Island,Staten Island,503,24,62,51,0,1,0
9231,2015-06-07,4,OnCurb,1,1or2,,NoDamage,NYC Parks Staff,,eastern redbud,Cercis canadensis,SI22,West New Brighton-New Brighton-St. George,5,5000700,Staten Island,Staten Island,501,23,61,49,0,1,0
9232,2015-10-24,5,OnCurb,1,1or2,,Damage,Volunteer,BranchLights,pin oak,Quercus palustris,BK82,East New York,3,3116200,Brooklyn,Brooklyn,305,19,60,42,0,1,0
9233,2015-08-15,5,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,,American elm,Ulmus americana,MN40,Upper East Side-Carnegie Hill,1,1012000,Manhattan,New York,108,28,73,4,0,1,0
9234,2015-07-28,5,OnCurb,1,,,NoDamage,Volunteer,,sweetgum,Liquidambar styraciflua,QN21,Middle Village,4,4066900,Queens,Middle Village,405,15,30,30,0,1,0
9235,2015-08-17,10,OnCurb,1,,,Damage,Volunteer,,pin oak,Quercus palustris,BK50,Canarsie,3,3095000,Brooklyn,Brooklyn,318,19,59,46,0,1,0
9236,2016-09-06,7,OnCurb,1,,,NoDamage,Volunteer,Stones,ginkgo,Ginkgo biloba,QN23,College Point,4,4094700,Queens,College Point,407,11,27,19,0,1,0
9237,2015-09-26,3,OffsetFromCurb,1,1or2,,NoDamage,Volunteer,,honeylocust,Gleditsia triacanthos var. inermis,SI25,Oakwood-Oakwood Beach,5,5013204,Staten Island,Staten Island,503,24,64,50,0,1,0
9238,2015-10-13,32,OnCurb,0,,,NoDamage,Volunteer,Stones,pin oak,Quercus palustris,BX31,Allerton-Pelham Gardens,2,2032600,Bronx,Bronx,211,34,80,13,1,0,0
9239,2015-11-19,5,OnCurb,1,,,NoDamage,NYC Parks Staff,,cherry,Prunus,QN61,Jamaica,4,4020600,Queens,Jamaica,412,10,32,28,0,1,0
9240,2015-08-07,10,OnCurb,1,,,Damage,TreesCount Staff,,English oak,Quercus robur,SI11,Charleston-Richmond Valley-Tottenville,5,5022600,Staten Island,Staten Island,503,24,62,51,0,1,0
9241,2015-10-13,18,OnCurb,1,,,Damage,NYC Parks Staff,,Japanese zelkova,Zelkova serrata,QN60,Kew Gardens,4,4014000,Queens,Kew Gardens,409,14,27,29,0,1,0
9242,2015-09-20,4,OnCurb,1,,,NoDamage,TreesCount Staff,,cherry,Prunus,QN46,Bayside-Bayside Hills,4,4140901,Queens,Oakland Gardens,411,11,25,20,0,1,0
9243,2015-12-04,14,OnCurb,1,,,Damage,NYC Parks Staff,,cherry,Prunus,QN31,Hunters Point-Sunnyside-West Maspeth,4,4019900,Queens,Long Island City,402,12,37,26,0,1,0
9244,2015-08-03,4,OnCurb,0,,Helpful,Damage,NYC Parks Staff,,Callery pear,Pyrus calleryana,SI25,Oakwood-Oakwood Beach,5,5013800,Staten Island,Staten Island,503,24,62,50,1,0,0
9245,2015-06-16,6,OnCurb,0,,,NoDamage,Volunteer,BranchLights,crimson king maple,Acer platanoides 'Crimson King',SI11,Charleston-Richmond Valley-Tottenville,5,5022600,Staten Island,Staten Island,503,24,62,51,1,0,0
9246,2015-10-19,4,OnCurb,1,1or2,,Damage,NYC Parks Staff,,green ash,Fraxinus pennsylvanica,SI25,Oakwood-Oakwood Beach,5,5012805,Staten Island,Staten Island,503,24,64,50,0,1,0
9247,2015-07-22,17,OnCurb,1,,,Damage,TreesCount Staff,,English oak,Quercus robur,BK63,Crown Heights South,3,3033300,Brooklyn,Brooklyn,309,20,43,35,0,1,0
9248,2015-10-20,4,OffsetFromCurb,1,,,NoDamage,NYC Parks Staff,,cherry,Prunus,MN01,Marble Hill-Inwood,1,1029500,Manhattan,New York,112,31,72,10,0,1,0
9249,2016-05-20,4,OnCurb,1,,,Damage,Volunteer,,English oak,Quercus robur,BK75,Bedford,3,3024500,Brooklyn,Brooklyn,303,25,57,36,0,1,0
9250,2015-10-07,3,OnCurb,0,,,Damage,Volunteer,,Japanese zelkova,Zelkova serrata,QN19,Glendale,4,4062900,Queens,Ridgewood,405,15,38,30,1,0,0
9251,2015-10-16,9,OnCurb,1,,,Damage,Volunteer,,English oak,Quercus robur,BK37,Park Slope-Gowanus,3,3017700,Brooklyn,Brooklyn,306,21,44,39,0,1,0
9252,2016-09-03,27,OnCurb,1,1or2,Unsure,NoDamage,Volunteer,,willow oak,Quercus phellos,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,3,3069601,Brooklyn,Brooklyn,318,19,59,46,0,1,0
9253,2016-07-13,22,OnCurb,1,,,Damage,NYC Parks Staff,,pin oak,Quercus palustris,SI35,New Brighton-Silver Lake,5,5006700,Staten Island,Staten Island,501,24,61,49,0,1,0
9254,2015-08-31,5,OnCurb,1,1or2,,NoDamage,NYC Parks Staff,,Japanese zelkova,Zelkova serrata,QN76,Baisley Park,4,4019200,Queens,Jamaica,412,10,32,28,0,1,0
9255,2015-08-07,14,OnCurb,1,1or2,Helpful,Damage,Volunteer,RootOther,Norway maple,Acer platanoides,BK37,Park Slope-Gowanus,3,3017700,Brooklyn,Brooklyn,306,21,44,39,0,1,0
9256,2015-08-26,5,OnCurb,1,,Helpful,Damage,TreesCount Staff,,American elm,Ulmus americana,MN15,Clinton,1,1012700,Manhattan,New York,104,27,75,3,0,1,0
9257,2015-11-19,7,OnCurb,1,,,NoDamage,NYC Parks Staff,,dawn redwood,Metasequoia glyptostroboides,BX36,University Heights-Morris Heights,2,2021502,Bronx,Bronx,205,29,77,14,0,1,0
9258,2016-07-22,8,OnCurb,1,,,Damage,TreesCount Staff,Stones,pin oak,Quercus palustris,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,5,5031902,Staten Island,Staten Island,501,23,63,49,0,1,0
9259,2016-07-19,29,OnCurb,1,,,Damage,TreesCount Staff,StonesBranchLights,pin oak,Quercus palustris,QN17,Forest Hills,4,4076901,Queens,Forest Hills,406,15,28,29,0,1,0
9260,2015-12-04,15,OnCurb,1,,,NoDamage,TreesCount Staff,,Callery pear,Pyrus calleryana,SI22,West New Brighton-New Brighton-St. George,5,5008100,Staten Island,Staten Island,501,23,61,49,0,1,0
9261,2015-08-20,18,OnCurb,0,,,Damage,Volunteer,,silver maple,Acer saccharinum,BK83,Cypress Hills-City Line,3,3117201,Brooklyn,Brooklyn,305,18,54,37,1,0,0
9262,2016-08-23,16,OnCurb,1,,,Damage,Volunteer,StonesWiresRopeBranchLights,English oak,Quercus robur,BX37,Van Nest-Morris Park-Westchester Square,2,2024000,Bronx,Bronx,211,33,87,15,0,1,0
9263,2016-03-27,6,OnCurb,2,,,Damage,TreesCount Staff,Stones,ginkgo,Ginkgo biloba,MN33,East Harlem South,1,1016600,Manhattan,New York,111,30,68,5,0,0,1
9264,2015-08-01,4,OnCurb,1,,,Damage,TreesCount Staff,RootOther,honeylocust,Gleditsia triacanthos var. inermis,BX01,Claremont-Bathgate,2,2039500,Bronx,Bronx,206,33,86,15,0,1,0
9265,2016-01-04,13,OnCurb,1,1or2,,Damage,Volunteer,,Callery pear,Pyrus calleryana,MN12,Upper West Side,1,1019100,Manhattan,New York,107,31,69,6,0,1,0
9266,2015-11-25,21,OnCurb,1,,,Damage,Volunteer,StonesBranchOther,English oak,Quercus robur,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,5,5023100,Staten Island,Staten Island,501,23,61,49,0,1,0
9267,2015-11-13,29,OnCurb,1,,,NoDamage,TreesCount Staff,,pin oak,Quercus palustris,BX09,Soundview-Castle Hill-Clason Point-Harding Park,2,2000200,Bronx,Bronx,209,34,85,18,0,1,0
9268,2016-09-01,8,OnCurb,0,3or4,,NoDamage,TreesCount Staff,,littleleaf linden,Tilia cordata,SI28,Port Richmond,5,5024700,Staten Island,Staten Island,501,23,61,49,1,0,0
9269,2015-10-13,12,OnCurb,2,,,NoDamage,Volunteer,Stones,London planetree,Platanus x acerifolia,SI37,Stapleton-Rosebank,5,5002700,Staten Island,Staten Island,501,23,61,49,0,0,1
9270,2015-10-16,4,OnCurb,1,,,Damage,Volunteer,,English oak,Quercus robur,SI54,Great Kills,5,5015603,Staten Island,Staten Island,503,24,64,51,0,1,0
9271,2015-10-10,32,OnCurb,1,,,NoDamage,TreesCount Staff,RootOther,London planetree,Platanus x acerifolia,BX52,Schuylerville-Throgs Neck-Edgewater Park,2,2026400,Bronx,Bronx,210,34,82,13,0,1,0
9272,2016-09-02,15,OnCurb,1,,,Damage,NYC Parks Staff,,pin oak,Quercus palustris,QN20,Ridgewood,4,4058900,Queens,Ridgewood,405,12,37,30,0,1,0
9273,2015-10-22,4,OnCurb,1,1or2,,Damage,Volunteer,,cherry,Prunus,MN27,Chinatown,1,1000800,Manhattan,New York,103,26,65,1,0,1,0
9274,2016-07-19,19,OnCurb,0,,,Damage,TreesCount Staff,,green ash,Fraxinus pennsylvanica,QN30,Maspeth,4,4049302,Queens,Maspeth,405,15,30,30,1,0,0
9275,2015-10-02,6,OnCurb,0,1or2,Harmful,Damage,Volunteer,,Callery pear,Pyrus calleryana,BX27,Hunts Point,2,2009300,Bronx,Bronx,202,34,84,17,1,0,0
9276,2015-10-30,8,OnCurb,1,,,NoDamage,Volunteer,,Japanese zelkova,Zelkova serrata,SI37,Stapleton-Rosebank,5,5003600,Staten Island,Staten Island,501,23,64,49,0,1,0
9277,2015-11-19,24,OnCurb,0,,,Damage,Volunteer,Stones,pin oak,Quercus palustris,MN12,Upper West Side,1,1018700,Manhattan,New York,107,31,69,6,1,0,0
9278,2016-06-29,2,OnCurb,1,,,NoDamage,Volunteer,,cherry,Prunus,SI11,Charleston-Richmond Valley-Tottenville,5,5022600,Staten Island,Staten Island,503,24,62,51,0,1,0
9279,2016-04-06,8,OnCurb,1,,,NoDamage,Volunteer,,eastern redbud,Cercis canadensis,MN36,Washington Heights South,1,1025300,Manhattan,New York,112,31,72,10,0,1,0
9280,2015-09-29,13,OnCurb,1,,,Damage,Volunteer,RootOtherTrunkOtherBranchOther,English oak,Quercus robur,BK37,Park Slope-Gowanus,3,3015700,Brooklyn,Brooklyn,306,21,52,39,0,1,0
9281,2015-10-21,22,OnCurb,1,,,Damage,TreesCount Staff,,Norway maple,Acer platanoides,SI07,Westerleigh,5,5016901,Staten Island,Staten Island,501,24,63,49,0,1,0
9282,2015-10-20,5,OnCurb,0,3or4,Helpful,NoDamage,Volunteer,StonesWiresRopeBranchLights,ginkgo,Ginkgo biloba,BK35,Stuyvesant Heights,3,3037900,Brooklyn,Brooklyn,303,25,55,41,1,0,0
9283,2015-10-14,6,OnCurb,1,,,Damage,Volunteer,,littleleaf linden,Tilia cordata,BK77,Bushwick North,3,3044300,Brooklyn,Brooklyn,304,18,53,37,0,1,0
9284,2015-09-12,24,OnCurb,0,,,Damage,Volunteer,Stones,London planetree,Platanus x acerifolia,BX22,North Riverdale-Fieldston-Riverdale,2,2034500,Bronx,Bronx,208,34,81,11,1,0,0
9285,2015-07-10,18,OffsetFromCurb,0,,,Damage,Volunteer,BranchLights,Japanese zelkova,Zelkova serrata,QN76,Baisley Park,4,4019200,Queens,Jamaica,412,10,32,28,1,0,0
9286,2016-07-27,16,OnCurb,0,,,NoDamage,Volunteer,StonesBranchLightsBranchOther,Norway maple,Acer platanoides,QN60,Kew Gardens,4,4013400,Queens,Richmond Hill,409,15,28,29,1,0,0
9287,2015-10-06,4,OnCurb,1,,,NoDamage,Volunteer,,ginkgo,Ginkgo biloba,BK78,Bushwick South,3,3049300,Brooklyn,Brooklyn,301,18,53,34,0,1,0
9288,2015-10-13,31,OnCurb,1,,,NoDamage,NYC Parks Staff,Stones,Callery pear,Pyrus calleryana,QN49,Whitestone,4,4094500,Queens,Whitestone,407,11,27,19,0,1,0
9289,2015-10-07,28,OnCurb,1,,,NoDamage,Volunteer,StonesRootOther,pin oak,Quercus palustris,BK75,Bedford,3,3024300,Brooklyn,Brooklyn,303,25,57,36,0,1,0
9290,2015-08-09,3,OnCurb,0,1or2,Helpful,Damage,Volunteer,BranchOther,littleleaf linden,Tilia cordata,MN27,Chinatown,1,1001600,Manhattan,New York,103,26,65,1,1,0,0
9291,2016-05-29,6,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,,Norway maple,Acer platanoides,QN37,Kew Gardens Hills,4,4080900,Queens,Flushing,408,15,27,24,0,1,0
9292,2015-10-28,6,OnCurb,1,,,NoDamage,TreesCount Staff,,green ash,Fraxinus pennsylvanica,QN49,Whitestone,4,4099100,Queens,Whitestone,407,11,26,19,0,1,0
9293,2015-10-20,4,OnCurb,1,,,NoDamage,TreesCount Staff,StonesBranchLights,London planetree,Platanus x acerifolia,MN22,East Village,1,1003800,Manhattan,New York,103,27,66,2,0,1,0
9294,2015-09-21,7,OnCurb,2,1or2,Harmful,NoDamage,TreesCount Staff,,cherry,Prunus,QN57,Lindenwood-Howard Beach,4,4089200,Queens,Howard Beach,410,15,23,32,0,0,1
